,magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,depth,latitude,longitude,day,evening,morning,night,Mi,mb,md,ml,ms,mw,mwb,mwc,mww,ak,at,ci,duputel,hv,nc,nn,official,pt,us,uw
475,8.2,9,6,0,1213,341,0.0,14.9,25.1,0.802,92.463,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
476,8.6,9,7,0,2048,499,0.0,16.6,20.0,2.327,93.063,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,7.1,7,7,0,1496,553,0.0,15.2,40.7,-35.2,-72.217,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
478,6.6,6,6,0,709,640,0.0,10.1,118.0,-6.242,145.955,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
479,7.4,9,8,0,1752,672,0.0,37.9,20.0,16.493,-98.231,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
480,6.7,7,7,0,833,596,0.0,13.4,12.0,51.708,95.991,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
481,6.7,9,7,0,1551,572,0.0,11.1,11.0,9.999,123.206,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
482,7.1,5,5,0,793,573,0.0,12.0,23.0,-17.827,167.133,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
483,7.2,4,4,0,838,443,0.0,17.0,19.0,2.433,93.21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
484,6.6,0,7,0,670,545,0.0,17.6,15.0,51.842,95.911,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
485,7.1,6,6,0,834,485,0.0,10.6,135.0,-7.551,146.809,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
486,6.5,8,7,0,1400,578,0.0,38.6,59.0,17.986,-99.789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
487,6.9,6,7,0,847,474,0.0,46.5,24.0,-14.438,-75.966,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
488,7.1,9,9,0,1096,693,0.0,19.7,18.0,38.721,43.508,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
489,6.5,3,6,0,655,423,0.0,12.6,37.0,-6.57,147.881,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
490,6.9,8,8,0,1562,383,0.0,13.0,50.0,27.73,88.155,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
491,6.7,5,5,0,712,667,0.0,10.9,30.0,40.273,142.779,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
492,6.7,5,6,0,915,447,0.0,15.3,91.0,2.965,97.893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
493,7.0,7,5,0,761,406,0.0,15.3,185.1,-20.671,169.716,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
494,7.0,6,6,0,913,471,0.0,26.9,147.0,-7.641,-74.525,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
495,7.1,5,6,0,787,564,0.0,12.3,28.0,-18.311,168.218,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
496,6.5,0,5,0,650,322,0.0,15.0,35.0,-18.308,168.156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
497,7.2,8,6,0,813,280,0.0,18.4,32.0,-18.365,168.143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
498,6.6,3,6,0,674,229,0.0,16.6,10.0,-3.518,144.828,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
499,7.6,3,7,0,893,567,0.0,33.5,17.0,-29.539,-176.34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
500,6.7,6,6,0,749,592,0.0,24.9,33.0,39.955,142.205,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
501,6.8,4,5,0,734,519,0.0,12.5,11.0,-20.244,168.226,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
502,6.8,5,6,0,719,445,0.0,13.0,79.0,-10.375,161.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
503,6.6,7,7,0,822,586,0.0,10.1,11.0,37.001,140.401,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
504,7.1,8,8,0,1114,446,0.0,17.7,42.0,38.276,141.588,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
505,6.6,7,6,0,897,518,0.0,37.2,166.2,17.208,-94.338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
506,6.9,7,9,0,1154,335,0.0,18.2,8.0,20.687,99.822,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
507,6.6,6,5,0,673,668,0.0,9.5,25.7,39.241,142.463,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
508,6.5,0,4,0,650,369,0.0,18.7,6.8,36.166,141.562,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
509,7.7,7,4,0,931,507,0.0,10.8,18.6,38.058,144.59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
510,7.9,8,7,0,1140,163,0.0,48.4,42.6,36.281,141.111,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
511,9.1,9,8,0,2184,541,0.0,9.5,29.0,38.297,142.373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
512,7.3,5,5,0,972,550,0.0,17.4,32.0,38.435,142.842,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
513,6.7,5,6,0,731,358,0.0,33.9,21.0,-35.38,-72.834,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
514,6.9,7,7,0,988,382,0.0,34.7,26.0,-36.422,-72.96,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
515,7.2,7,7,0,1449,372,0.0,25.3,68.0,28.777,63.951,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
516,7.0,2,5,0,755,578,0.0,13.3,9.0,-20.628,168.471,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
517,7.2,8,7,0,1054,397,0.0,30.1,24.0,-38.355,-73.326,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
518,7.3,0,5,0,820,409,0.0,12.0,16.0,-19.702,167.947,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
519,6.7,3,7,0,708,279,0.0,24.3,12.0,28.412,59.18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
520,6.6,0,6,0,670,306,0.0,18.5,33.0,-6.001,149.977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
521,7.8,4,7,0,946,379,0.0,23.0,20.1,-3.487,100.082,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
522,6.7,5,5,0,776,352,0.0,50.3,13.0,24.696,-109.156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
523,7.0,8,5,0,772,271,0.0,15.1,26.0,-4.963,133.76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
524,7.0,8,8,0,1245,365,0.0,15.8,12.0,-43.522,171.83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
525,7.1,6,5,0,945,672,0.0,12.4,206.7,-1.266,-77.306,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
526,7.3,7,7,0,850,405,0.0,20.2,25.0,-17.541,168.069,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
527,7.0,4,6,0,757,396,0.0,12.7,44.0,-5.746,150.765,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
528,6.5,5,4,0,659,403,0.0,11.1,220.0,-5.486,146.822,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
529,7.6,5,3,0,902,340,0.0,15.1,578.0,6.497,123.48,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
530,7.3,8,7,0,831,397,0.0,18.2,35.0,-5.931,150.59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
531,6.9,4,7,0,737,456,0.0,15.7,28.0,-5.966,150.428,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
532,6.6,6,7,0,753,295,0.0,52.8,22.0,-38.067,-73.31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
533,6.7,5,6,0,696,392,0.0,18.7,35.0,-10.627,161.447,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
534,6.6,0,7,0,670,309,0.0,25.0,10.5,-2.329,136.484,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
535,7.0,3,7,0,755,307,0.0,18.1,18.0,-2.174,136.543,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
536,7.5,6,5,0,1144,514,0.0,18.6,35.0,7.881,91.936,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
537,7.2,5,6,0,804,327,0.0,11.7,31.0,-13.698,166.643,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
538,7.2,5,6,0,918,611,0.0,20.6,38.0,3.748,96.018,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
539,6.9,6,9,0,773,410,0.0,14.9,17.0,33.165,96.548,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
540,6.9,4,5,0,740,399,0.0,12.1,21.0,-10.878,161.116,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
541,7.8,0,7,0,936,352,0.0,19.2,31.0,2.383,97.048,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
542,7.2,9,9,0,2910,10,0.5137,239.0,9.987,32.2862,-115.295,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
543,6.6,5,6,0,701,413,0.0,16.7,34.0,13.667,92.831,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
544,6.7,5,6,0,856,312,0.0,34.7,18.0,-36.217,-73.257,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
545,6.5,6,5,0,810,491,0.0,27.0,32.0,37.745,141.59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
546,7.0,7,7,0,874,403,0.0,17.1,18.0,-34.326,-71.799,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
547,6.9,7,7,0,1280,415,0.0,12.5,11.0,-34.29,-71.891,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
548,6.8,4,6,0,717,401,0.0,23.2,26.0,-3.762,100.991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
549,6.6,7,7,0,736,255,0.0,27.8,18.0,-36.665,-73.374,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
550,6.5,0,4,0,650,426,0.0,18.7,176.0,-13.571,167.227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
551,7.4,0,5,0,842,409,0.0,17.6,35.0,-37.773,-75.048,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
552,8.8,8,8,0,1991,454,0.0,17.8,22.9,-36.122,-72.898,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
553,7.0,6,6,0,1180,487,0.0,15.7,25.0,25.93,128.425,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
554,7.0,9,9,0,1623,500,0.0,22.7,13.0,18.443,-72.571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
555,6.5,7,7,0,1360,51,0.3225,220.0,28.737,40.652,-124.692,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
556,6.8,3,6,0,713,338,0.0,15.0,15.4,-9.019,157.551,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
557,7.1,5,7,0,780,377,0.0,15.0,10.0,-8.783,157.354,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
558,6.6,5,7,0,672,282,0.0,16.6,10.0,-8.726,157.487,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
559,6.5,6,7,0,698,390,0.0,17.7,27.0,-19.394,-70.321,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
560,7.3,0,4,0,820,430,0.0,15.0,595.0,-17.239,178.331,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
561,6.6,7,6,0,677,305,0.0,20.4,18.0,-8.207,118.631,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
562,6.8,0,6,0,711,424,0.0,21.4,34.0,29.218,129.782,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
563,6.9,4,6,0,972,397,0.0,11.0,130.0,-6.133,130.385,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
564,6.8,0,5,0,711,174,0.0,30.2,35.0,-13.298,165.91,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
565,7.4,0,7,0,842,314,0.0,20.2,31.1,-13.093,166.497,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
566,7.8,0,6,0,936,195,0.0,20.3,35.0,-12.517,166.382,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
567,7.7,4,7,0,916,283,0.0,23.2,45.0,-13.006,166.51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
568,6.6,7,7,0,787,417,0.0,30.1,9.0,-2.482,101.524,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
569,7.6,8,8,0,1639,498,0.0,14.0,81.0,-0.72,99.867,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
570,8.1,7,6,0,1055,520,0.0,20.8,18.0,-15.489,-172.095,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
571,7.0,7,7,0,1175,312,0.0,16.3,46.0,-7.782,107.297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
572,6.7,5,6,0,753,369,0.0,14.9,20.0,-1.479,99.49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
573,6.6,4,5,0,703,336,0.0,14.1,53.0,32.821,140.395,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
574,7.5,7,6,0,1248,303,0.0,18.2,24.0,14.099,92.902,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
575,7.1,5,4,0,1005,447,0.0,14.2,292.0,33.167,137.944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
576,6.9,5,7,0,1202,243,0.0,35.0,10.0,29.039,-112.903,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
577,7.8,6,8,0,1165,434,0.0,16.8,12.0,-45.762,166.562,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
578,6.7,5,5,0,693,269,0.0,13.8,64.0,-5.157,153.782,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
579,7.3,7,8,0,1560,464,0.0,27.2,19.0,16.731,-86.217,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
580,7.6,7,5,0,916,504,0.0,14.0,31.0,-23.043,-174.66,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
581,7.2,3,7,0,802,432,0.0,18.6,20.0,3.886,126.387,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
582,7.4,7,7,0,846,314,0.0,21.1,23.0,-0.691,133.305,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
583,6.6,5,4,0,765,344,0.0,22.6,204.8,36.419,70.743,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
584,7.7,5,7,0,918,288,0.0,29.8,17.0,-0.414,132.885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
585,7.4,9,7,0,848,365,0.0,33.7,30.0,1.271,122.091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
586,6.7,5,6,0,731,481,0.0,28.6,24.0,14.423,-92.364,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
587,6.7,0,6,0,691,529,0.0,22.3,27.4,39.533,73.824,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
588,6.8,0,6,0,711,500,0.0,22.2,25.0,41.892,143.754,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
589,6.6,0,6,0,670,463,0.0,14.1,96.0,1.885,127.363,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
590,6.9,0,6,0,732,531,0.0,14.9,110.0,-13.501,166.967,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
591,6.7,4,7,0,692,325,0.0,28.0,12.0,30.901,83.52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
592,6.8,8,7,0,1046,633,0.0,20.2,108.0,39.802,141.464,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
593,7.0,5,5,0,840,577,0.0,18.2,22.0,37.552,142.214,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
594,6.9,5,5,0,825,0,0.0,0.0,25.5,37.55,142.714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
595,6.6,4,5,0,680,630,0.0,18.4,17.0,11.005,91.824,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
596,6.9,7,8,0,888,654,0.0,17.1,7.8,39.03,140.881,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
597,7.9,9,9,0,1870,774,0.0,11.3,19.0,31.002,103.322,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
598,6.9,5,5,0,910,519,0.0,21.1,27.0,36.164,141.526,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
599,7.3,0,6,0,820,486,0.0,13.4,33.0,-20.071,168.892,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
600,7.2,0,7,0,798,532,0.0,25.9,10.0,35.49,81.467,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
601,6.9,4,5,0,740,544,0.0,25.9,24.0,13.351,125.63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
602,6.7,5,6,0,696,543,0.0,15.1,25.0,-2.245,99.808,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
603,6.6,4,6,0,674,421,0.0,17.7,25.0,-2.332,99.891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
604,7.2,4,7,0,832,505,0.0,18.4,25.0,-2.486,99.972,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
605,6.5,4,6,0,654,429,0.0,28.3,22.0,-2.405,99.931,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
606,7.4,5,7,0,914,607,0.0,16.4,26.0,2.768,95.964,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
607,6.5,8,5,0,692,650,0.0,30.7,28.0,36.345,21.863,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
608,6.9,6,6,0,941,645,0.0,30.6,29.0,36.501,21.67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
609,6.5,7,6,0,723,521,0.0,27.6,83.0,16.357,-94.304,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
610,6.6,7,6,0,808,461,0.0,18.8,20.0,-39.011,178.291,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
611,6.7,5,7,0,704,481,0.0,30.3,45.0,-22.954,-70.182,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
612,7.4,7,7,0,1542,663,0.0,13.4,156.0,14.944,-61.274,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
613,6.6,3,6,0,672,280,0.0,26.9,16.0,-10.95,162.149,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
614,6.5,5,7,0,653,272,0.0,27.6,18.0,-8.224,118.467,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
615,6.5,7,7,0,657,353,0.0,27.5,20.0,-8.292,118.37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
616,6.8,6,6,0,722,341,0.0,15.9,53.0,-5.757,147.098,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
617,6.8,7,6,0,790,649,0.0,27.0,122.9,-2.312,-77.838,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
618,6.8,6,7,0,716,285,0.0,40.1,26.0,-22.925,-70.237,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
619,7.7,8,7,0,995,610,0.0,22.4,40.0,-22.247,-69.89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
620,6.8,3,5,0,713,494,0.0,23.9,21.0,-3.899,101.02,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
621,6.8,4,7,0,744,338,0.0,19.0,18.0,-44.796,167.553,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
622,6.8,4,5,0,713,348,0.0,15.5,40.0,-4.99,153.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
623,6.7,3,5,0,696,503,0.0,26.9,30.0,-1.999,100.141,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
624,7.0,4,7,0,768,537,0.0,23.1,22.0,-2.13,99.627,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
625,6.5,0,5,0,650,409,0.0,26.2,28.9,-1.689,99.668,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
626,7.9,8,7,0,1133,446,0.0,29.1,35.0,-2.625,100.841,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
627,7.8,7,8,0,1152,0,0.0,0.0,40.5,-2.52,100.139,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
628,8.4,0,6,0,1086,411,0.0,32.3,34.0,-4.438,101.367,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
629,6.8,5,6,0,747,653,0.0,17.6,15.0,2.966,-77.963,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
630,7.2,0,5,0,798,312,0.0,21.3,35.0,-11.61,165.762,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
631,6.5,5,6,0,675,382,0.0,12.8,15.0,-9.834,159.465,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
632,8.0,9,8,0,1385,625,0.0,25.7,39.0,-13.386,-76.603,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
633,7.5,0,5,0,865,228,0.0,30.7,280.0,-5.859,107.419,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
634,7.2,7,7,0,803,494,0.0,20.4,120.0,-15.595,167.68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
635,6.9,3,5,0,734,374,0.0,24.1,25.0,2.872,127.464,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
636,6.8,5,4,0,779,664,0.0,18.2,350.4,36.808,134.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
637,6.6,8,8,0,831,782,0.0,16.7,12.0,37.535,138.446,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
