,sig,cdi,longitude,latitude,depth,gap,official,dmin,nst,mmi,magnitude
361,982,8,-88.1225,12.5262,40.0,18.0,0,1.078,0,6,7.3
362,724,5,144.429,13.7641,130.0,11.0,0,0.46,0,5,6.7
363,741,6,-73.5714,-14.598,101.0,18.0,0,4.107,0,6,6.8
364,732,0,146.169,0.8295,13.0,12.0,0,6.393,0,4,6.9
365,732,0,-178.4,-19.8015,615.42,15.0,0,3.934,0,6,6.9
366,706,5,142.452,37.0052,20.0,9.0,0,2.421,0,4,6.5
367,1079,8,-92.4614,14.724,53.0,51.0,0,0.263,0,7,6.9
368,650,0,152.807,-6.2304,20.0,15.0,0,2.124,0,4,6.5
369,691,0,-175.51,-14.9831,18.0,45.0,0,6.713,0,5,6.7
370,732,0,-28.3669,-55.4703,8.0,25.0,0,4.838,0,5,6.9
371,963,6,178.735,51.8486,109.0,22.0,0,0.133,0,8,7.9
372,691,0,-177.607,-29.9414,26.59,43.0,0,0.748,0,5,6.7
373,650,0,-177.516,-29.9379,10.0,30.0,0,0.778,0,5,6.5
374,732,0,-177.725,-29.9772,20.0,35.0,0,0.751,0,5,6.9
375,951,9,25.3889,40.2893,6.43,25.0,0,0.402,0,7,6.9
376,694,7,-82.3045,7.2096,10.0,33.0,0,3.121,0,5,6.5
377,670,0,170.355,-21.4542,106.0,10.0,0,3.34,0,5,6.6
378,838,4,-127.732,49.6388,10.0,0.0,0,0.0,0,6,6.5
379,865,0,155.024,-6.7547,43.37,16.0,0,3.82,0,6,7.5
380,670,0,155.087,-6.6558,29.0,11.0,0,3.803,0,6,6.6
381,1017,8,-100.972,17.397,24.0,46.0,0,2.25,0,7,7.2
382,670,0,162.052,-11.1284,10.0,22.0,0,2.666,0,6,6.6
383,842,0,162.051,-11.4633,39.0,17.0,0,2.885,0,6,7.4
384,889,0,162.148,-11.2701,22.56,13.0,0,2.828,0,7,7.6
385,677,6,-85.8779,11.642,135.0,20.0,0,0.761,0,5,6.6
386,650,0,154.95,-6.7878,20.0,16.0,0,3.787,0,6,6.5
387,776,0,155.048,-6.5858,60.53,21.0,0,3.729,0,7,7.1
388,1057,8,-70.4931,-20.5709,22.4,44.0,0,1.029,0,9,7.7
389,670,7,-70.5756,-20.3113,24.07,82.0,0,0.828,0,7,6.5
390,732,0,-70.9455,-19.8927,28.42,119.0,0,0.828,0,5,6.9
391,1332,9,-70.7691,-19.6097,25.0,23.0,0,0.609,0,8,8.2
392,718,7,-70.7022,-19.9807,20.0,44.0,0,1.008,0,7,6.7
393,1211,5,-125.134,40.8287,16.441,229.0,0,0.6568,112,5,6.8
394,668,4,127.367,27.4312,119.0,17.0,0,1.001,0,5,6.5
395,681,5,-58.9272,14.6682,14.83,30.0,0,1.635,0,4,6.5
396,733,3,82.5864,35.9053,10.0,18.0,0,7.496,0,8,6.9
397,650,0,167.372,-15.0691,122.0,20.0,0,0.409,0,5,6.5
398,650,0,-177.881,-32.9076,44.26,22.0,0,3.651,0,3,6.5
399,650,0,167.249,-13.8633,187.0,14.0,0,3.997,0,4,6.5
400,651,3,-176.545,-17.1171,371.0,22.0,0,5.194,0,4,6.5
401,912,1,-46.4011,-60.2738,10.0,23.0,0,8.05,0,8,7.7
402,732,0,-47.0621,-60.2627,9.97,17.0,0,8.284,0,5,6.9
403,723,6,-71.5215,-30.2921,27.0,31.0,0,0.636,0,7,6.6
404,872,6,144.661,37.1557,35.0,10.0,0,3.968,0,4,7.1
405,692,8,-110.321,26.0913,9.45,44.0,0,1.98,0,5,6.6
406,711,0,154.931,-6.4456,35.0,9.0,0,5.79,0,6,6.8
407,1092,9,124.117,9.8796,19.04,12.0,0,3.144,0,8,7.1
408,691,5,23.2523,35.5142,40.0,40.0,0,1.984,0,6,6.6
409,691,0,152.786,53.1995,573.0,11.0,0,2.958,0,3,6.7
410,650,0,-178.323,-30.9255,41.54,21.0,0,1.709,0,4,6.5
411,1005,7,65.5052,27.1825,12.0,17.0,0,7.359,0,7,6.8
412,843,8,-74.5112,-15.8385,40.0,17.0,0,4.446,0,7,7.1
413,2015,5,65.5009,26.951,15.0,17.0,0,7.241,0,8,7.7
414,650,0,-174.767,51.5573,20.0,24.0,0,0.735,0,6,6.5
415,739,5,138.833,29.9377,402.0,26.0,0,3.276,0,3,6.5
416,668,4,128.221,-7.44,112.0,11.0,0,3.097,0,5,6.5
417,758,5,-175.23,51.537,29.0,53.0,0,0.624,0,6,7.0
418,690,9,174.152,-41.734,8.2,0.0,0,0.0,0,7,6.5
419,715,4,-78.1999,5.7732,12.0,22.0,0,3.741,0,5,6.7
420,693,6,174.337,-41.704,17.0,20.0,0,0.0,229,7,6.5
421,820,0,-25.07,-60.857,11.0,43.0,0,0.0,398,6,7.3
422,674,4,149.706,-6.029,56.0,14.0,0,0.0,139,6,6.6
423,820,0,153.927,-3.917,385.5,24.0,0,0.0,117,4,7.3
424,670,0,-42.594,10.701,10.0,16.0,0,0.0,111,7,6.6
425,679,5,-86.926,11.763,30.0,27.0,0,0.0,698,6,6.5
426,710,5,107.236,-10.004,9.0,24.0,0,0.0,515,4,6.7
427,691,0,151.444,52.235,624.0,25.2,0,0.0,217,3,6.7
428,1115,5,153.221,54.892,598.1,10.0,0,0.0,385,5,8.3
429,842,0,-177.232,-23.009,173.7,16.0,0,0.0,626,6,7.4
430,711,0,145.288,18.728,602.2,18.0,0,0.0,131,3,6.8
431,650,0,152.127,-3.898,10.0,16.6,0,0.0,264,6,6.5
432,2083,8,102.888,30.308,14.0,12.6,0,0.0,548,8,6.6
433,804,5,150.788,46.221,110.0,10.1,0,0.0,770,7,7.2
434,672,7,142.542,-3.214,13.0,11.0,0,0.0,445,7,6.6
435,1421,8,61.996,28.033,80.0,26.6,0,0.0,506,8,7.7
436,670,0,154.607,-6.475,31.0,11.5,0,0.0,491,5,6.6
437,755,3,138.476,-3.517,66.0,11.4,0,0.0,640,7,7.0
438,650,0,148.174,-6.598,28.0,14.2,0,0.0,317,6,6.5
439,651,3,157.408,50.958,29.0,20.7,0,0.0,480,6,6.5
440,736,5,157.283,50.954,41.0,20.7,0,0.0,531,6,6.9
441,670,0,142.508,67.631,11.0,15.3,0,0.0,697,7,6.6
442,670,0,165.741,-10.994,18.0,16.6,0,0.0,421,6,6.6
443,904,5,-77.393,1.135,145.0,23.7,0,0.0,562,5,6.9
444,780,9,166.018,-10.928,21.0,16.5,0,0.0,334,6,7.1
445,711,0,165.969,-10.838,12.0,17.5,0,0.0,400,7,6.8
446,691,0,165.655,-10.997,11.0,26.5,0,0.0,387,6,6.7
447,754,0,165.588,-10.499,8.8,17.5,0,0.0,445,6,7.0
448,776,0,164.882,-11.183,10.0,18.4,0,0.0,550,5,7.1
449,993,8,165.114,-10.799,24.0,20.9,0,0.0,460,7,8.0
450,814,6,143.092,42.77,107.0,28.0,0,0.0,686,7,6.9
451,771,6,-70.653,-28.094,45.0,19.3,0,0.0,596,7,6.8
452,1425,6,-134.859,55.228,8.7,0.0,0,0.0,0,6,7.5
453,691,0,167.286,-14.344,200.7,13.7,0,0.0,521,4,6.7
454,843,5,129.825,-6.533,155.0,8.7,0,0.0,517,5,7.1
455,1014,6,143.949,37.89,31.0,14.8,0,0.0,918,5,7.3
456,708,4,-92.164,14.129,20.0,57.3,0,0.0,598,5,6.5
457,795,7,95.885,23.005,13.7,13.7,0,0.0,391,6,6.8
458,1455,8,-91.895,13.988,24.0,25.5,0,0.0,751,7,7.4
459,1726,8,-132.101,52.788,14.0,42.7,0,0.0,807,7,7.8
460,745,6,-85.298,10.086,17.0,34.4,0,0.0,691,6,6.5
461,675,3,134.03,-4.892,13.0,17.7,0,0.0,291,5,6.6
462,1221,7,-76.362,1.929,170.0,15.5,0,0.0,934,6,7.3
463,1555,8,-85.315,10.085,35.0,34.3,0,0.0,703,7,7.6
464,1115,8,126.638,10.811,28.0,10.2,0,0.0,682,5,7.6
465,994,5,-88.59,12.139,28.0,37.0,0,0.0,417,5,7.3
466,678,4,126.837,2.19,91.1,14.6,0,0.0,497,5,6.6
467,941,7,145.064,49.8,583.2,13.8,0,0.0,862,4,7.7
468,653,5,153.173,-4.651,41.0,11.7,0,0.0,576,6,6.5
469,675,4,-174.705,-18.685,134.7,15.7,0,0.0,529,5,6.6
470,691,0,134.276,-1.617,16.0,15.4,0,0.0,370,7,6.7
471,732,6,147.117,-5.462,198.0,12.6,0,0.0,597,5,6.8
472,691,0,-71.365,-32.625,29.0,26.9,0,0.0,518,7,6.7
473,1000,7,-113.104,28.696,13.0,95.9,0,0.0,474,7,7.0
474,1171,7,-102.689,18.229,20.0,54.1,0,0.0,599,6,6.5
475,1213,9,92.463,0.802,25.1,14.9,0,0.0,341,6,8.2
476,2048,9,93.063,2.327,20.0,16.6,1,0.0,499,7,8.6
477,1496,7,-72.217,-35.2,40.7,15.2,0,0.0,553,7,7.1
478,709,6,145.955,-6.242,118.0,10.1,0,0.0,640,6,6.6
479,1752,9,-98.231,16.493,20.0,37.9,0,0.0,672,8,7.4
480,833,7,95.991,51.708,12.0,13.4,0,0.0,596,7,6.7
481,1551,9,123.206,9.999,11.0,11.1,0,0.0,572,7,6.7
482,793,5,167.133,-17.827,23.0,12.0,0,0.0,573,5,7.1
483,838,4,93.21,2.433,19.0,17.0,0,0.0,443,4,7.2
484,670,0,95.911,51.842,15.0,17.6,0,0.0,545,7,6.6
485,834,6,146.809,-7.551,135.0,10.6,0,0.0,485,6,7.1
486,1400,8,-99.789,17.986,59.0,38.6,0,0.0,578,7,6.5
487,847,6,-75.966,-14.438,24.0,46.5,0,0.0,474,7,6.9
488,1096,9,43.508,38.721,18.0,19.7,0,0.0,693,9,7.1
489,655,3,147.881,-6.57,37.0,12.6,0,0.0,423,6,6.5
490,1562,8,88.155,27.73,50.0,13.0,0,0.0,383,8,6.9
491,712,5,142.779,40.273,30.0,10.9,0,0.0,667,5,6.7
492,915,5,97.893,2.965,91.0,15.3,0,0.0,447,6,6.7
493,761,7,169.716,-20.671,185.1,15.3,0,0.0,406,5,7.0
494,913,6,-74.525,-7.641,147.0,26.9,0,0.0,471,6,7.0
495,787,5,168.218,-18.311,28.0,12.3,0,0.0,564,6,7.1
496,650,0,168.156,-18.308,35.0,15.0,0,0.0,322,5,6.5
497,813,8,168.143,-18.365,32.0,18.4,0,0.0,280,6,7.2
498,674,3,144.828,-3.518,10.0,16.6,0,0.0,229,6,6.6
499,893,3,-176.34,-29.539,17.0,33.5,0,0.0,567,7,7.6
500,749,6,142.205,39.955,33.0,24.9,0,0.0,592,6,6.7
501,734,4,168.226,-20.244,11.0,12.5,0,0.0,519,5,6.8
502,719,5,161.2,-10.375,79.0,13.0,0,0.0,445,6,6.8
503,822,7,140.401,37.001,11.0,10.1,0,0.0,586,7,6.6
504,1114,8,141.588,38.276,42.0,17.7,0,0.0,446,8,7.1
505,897,7,-94.338,17.208,166.2,37.2,0,0.0,518,6,6.6
506,1154,7,99.822,20.687,8.0,18.2,0,0.0,335,9,6.9
507,673,6,142.463,39.241,25.7,9.5,0,0.0,668,5,6.6
508,650,0,141.562,36.166,6.8,18.7,0,0.0,369,4,6.5
509,931,7,144.59,38.058,18.6,10.8,0,0.0,507,4,7.7
510,1140,8,141.111,36.281,42.6,48.4,0,0.0,163,7,7.9
511,2184,9,142.373,38.297,29.0,9.5,1,0.0,541,8,9.1
512,972,5,142.842,38.435,32.0,17.4,0,0.0,550,5,7.3
513,731,5,-72.834,-35.38,21.0,33.9,0,0.0,358,6,6.7
514,988,7,-72.96,-36.422,26.0,34.7,0,0.0,382,7,6.9
515,1449,7,63.951,28.777,68.0,25.3,0,0.0,372,7,7.2
516,755,2,168.471,-20.628,9.0,13.3,0,0.0,578,5,7.0
517,1054,8,-73.326,-38.355,24.0,30.1,0,0.0,397,7,7.2
518,820,0,167.947,-19.702,16.0,12.0,0,0.0,409,5,7.3
519,708,3,59.18,28.412,12.0,24.3,0,0.0,279,7,6.7
520,670,0,149.977,-6.001,33.0,18.5,0,0.0,306,6,6.6
521,946,4,100.082,-3.487,20.1,23.0,0,0.0,379,7,7.8
522,776,5,-109.156,24.696,13.0,50.3,0,0.0,352,5,6.7
523,772,8,133.76,-4.963,26.0,15.1,0,0.0,271,5,7.0
524,1245,8,171.83,-43.522,12.0,15.8,0,0.0,365,8,7.0
525,945,6,-77.306,-1.266,206.7,12.4,0,0.0,672,5,7.1
526,850,7,168.069,-17.541,25.0,20.2,0,0.0,405,7,7.3
527,757,4,150.765,-5.746,44.0,12.7,0,0.0,396,6,7.0
528,659,5,146.822,-5.486,220.0,11.1,0,0.0,403,4,6.5
529,902,5,123.48,6.497,578.0,15.1,0,0.0,340,3,7.6
530,831,8,150.59,-5.931,35.0,18.2,0,0.0,397,7,7.3
531,737,4,150.428,-5.966,28.0,15.7,0,0.0,456,7,6.9
532,753,6,-73.31,-38.067,22.0,52.8,0,0.0,295,7,6.6
533,696,5,161.447,-10.627,35.0,18.7,0,0.0,392,6,6.7
534,670,0,136.484,-2.329,10.5,25.0,0,0.0,309,7,6.6
535,755,3,136.543,-2.174,18.0,18.1,0,0.0,307,7,7.0
536,1144,6,91.936,7.881,35.0,18.6,0,0.0,514,5,7.5
537,804,5,166.643,-13.698,31.0,11.7,0,0.0,327,6,7.2
538,918,5,96.018,3.748,38.0,20.6,0,0.0,611,6,7.2
539,773,6,96.548,33.165,17.0,14.9,0,0.0,410,9,6.9
540,740,4,161.116,-10.878,21.0,12.1,0,0.0,399,5,6.9
541,936,0,97.048,2.383,31.0,19.2,0,0.0,352,7,7.8
542,2910,9,-115.295,32.2862,9.987,239.0,0,0.5137,10,9,7.2
543,701,5,92.831,13.667,34.0,16.7,0,0.0,413,6,6.6
544,856,5,-73.257,-36.217,18.0,34.7,0,0.0,312,6,6.7
545,810,6,141.59,37.745,32.0,27.0,0,0.0,491,5,6.5
546,874,7,-71.799,-34.326,18.0,17.1,0,0.0,403,7,7.0
547,1280,7,-71.891,-34.29,11.0,12.5,0,0.0,415,7,6.9
548,717,4,100.991,-3.762,26.0,23.2,0,0.0,401,6,6.8
549,736,7,-73.374,-36.665,18.0,27.8,0,0.0,255,7,6.6
550,650,0,167.227,-13.571,176.0,18.7,0,0.0,426,4,6.5
551,842,0,-75.048,-37.773,35.0,17.6,0,0.0,409,5,7.4
552,1991,8,-72.898,-36.122,22.9,17.8,1,0.0,454,8,8.8
553,1180,6,128.425,25.93,25.0,15.7,0,0.0,487,6,7.0
554,1623,9,-72.571,18.443,13.0,22.7,0,0.0,500,9,7.0
555,1360,7,-124.692,40.652,28.737,220.0,0,0.3225,51,7,6.5
556,713,3,157.551,-9.019,15.4,15.0,0,0.0,338,6,6.8
557,780,5,157.354,-8.783,10.0,15.0,0,0.0,377,7,7.1
558,672,5,157.487,-8.726,10.0,16.6,0,0.0,282,7,6.6
559,698,6,-70.321,-19.394,27.0,17.7,0,0.0,390,7,6.5
560,820,0,178.331,-17.239,595.0,15.0,0,0.0,430,4,7.3
561,677,7,118.631,-8.207,18.0,20.4,0,0.0,305,6,6.6
562,711,0,129.782,29.218,34.0,21.4,0,0.0,424,6,6.8
563,972,4,130.385,-6.133,130.0,11.0,0,0.0,397,6,6.9
564,711,0,165.91,-13.298,35.0,30.2,0,0.0,174,5,6.8
565,842,0,166.497,-13.093,31.1,20.2,0,0.0,314,7,7.4
566,936,0,166.382,-12.517,35.0,20.3,0,0.0,195,6,7.8
567,916,4,166.51,-13.006,45.0,23.2,0,0.0,283,7,7.7
568,787,7,101.524,-2.482,9.0,30.1,0,0.0,417,7,6.6
569,1639,8,99.867,-0.72,81.0,14.0,0,0.0,498,8,7.6
570,1055,7,-172.095,-15.489,18.0,20.8,0,0.0,520,6,8.1
571,1175,7,107.297,-7.782,46.0,16.3,0,0.0,312,7,7.0
572,753,5,99.49,-1.479,20.0,14.9,0,0.0,369,6,6.7
573,703,4,140.395,32.821,53.0,14.1,0,0.0,336,5,6.6
574,1248,7,92.902,14.099,24.0,18.2,0,0.0,303,6,7.5
575,1005,5,137.944,33.167,292.0,14.2,0,0.0,447,4,7.1
576,1202,5,-112.903,29.039,10.0,35.0,0,0.0,243,7,6.9
577,1165,6,166.562,-45.762,12.0,16.8,0,0.0,434,8,7.8
578,693,5,153.782,-5.157,64.0,13.8,0,0.0,269,5,6.7
579,1560,7,-86.217,16.731,19.0,27.2,0,0.0,464,8,7.3
580,916,7,-174.66,-23.043,31.0,14.0,0,0.0,504,5,7.6
581,802,3,126.387,3.886,20.0,18.6,0,0.0,432,7,7.2
582,846,7,133.305,-0.691,23.0,21.1,0,0.0,314,7,7.4
583,765,5,70.743,36.419,204.8,22.6,0,0.0,344,4,6.6
584,918,5,132.885,-0.414,17.0,29.8,0,0.0,288,7,7.7
585,848,9,122.091,1.271,30.0,33.7,0,0.0,365,7,7.4
586,731,5,-92.364,14.423,24.0,28.6,0,0.0,481,6,6.7
587,691,0,73.824,39.533,27.4,22.3,0,0.0,529,6,6.7
588,711,0,143.754,41.892,25.0,22.2,0,0.0,500,6,6.8
589,670,0,127.363,1.885,96.0,14.1,0,0.0,463,6,6.6
590,732,0,166.967,-13.501,110.0,14.9,0,0.0,531,6,6.9
591,692,4,83.52,30.901,12.0,28.0,0,0.0,325,7,6.7
592,1046,8,141.464,39.802,108.0,20.2,0,0.0,633,7,6.8
593,840,5,142.214,37.552,22.0,18.2,0,0.0,577,5,7.0
594,825,5,142.714,37.55,25.5,0.0,0,0.0,0,5,6.9
595,680,4,91.824,11.005,17.0,18.4,0,0.0,630,5,6.6
596,888,7,140.881,39.03,7.8,17.1,0,0.0,654,8,6.9
597,1870,9,103.322,31.002,19.0,11.3,0,0.0,774,9,7.9
598,910,5,141.526,36.164,27.0,21.1,0,0.0,519,5,6.9
599,820,0,168.892,-20.071,33.0,13.4,0,0.0,486,6,7.3
600,798,0,81.467,35.49,10.0,25.9,0,0.0,532,7,7.2
601,740,4,125.63,13.351,24.0,25.9,0,0.0,544,5,6.9
602,696,5,99.808,-2.245,25.0,15.1,0,0.0,543,6,6.7
603,674,4,99.891,-2.332,25.0,17.7,0,0.0,421,6,6.6
604,832,4,99.972,-2.486,25.0,18.4,0,0.0,505,7,7.2
605,654,4,99.931,-2.405,22.0,28.3,0,0.0,429,6,6.5
606,914,5,95.964,2.768,26.0,16.4,0,0.0,607,7,7.4
607,692,8,21.863,36.345,28.0,30.7,0,0.0,650,5,6.5
608,941,6,21.67,36.501,29.0,30.6,0,0.0,645,6,6.9
609,723,7,-94.304,16.357,83.0,27.6,0,0.0,521,6,6.5
610,808,7,178.291,-39.011,20.0,18.8,0,0.0,461,6,6.6
611,704,5,-70.182,-22.954,45.0,30.3,0,0.0,481,7,6.7
612,1542,7,-61.274,14.944,156.0,13.4,0,0.0,663,7,7.4
613,672,3,162.149,-10.95,16.0,26.9,0,0.0,280,6,6.6
614,653,5,118.467,-8.224,18.0,27.6,0,0.0,272,7,6.5
615,657,7,118.37,-8.292,20.0,27.5,0,0.0,353,7,6.5
616,722,6,147.098,-5.757,53.0,15.9,0,0.0,341,6,6.8
617,790,7,-77.838,-2.312,122.9,27.0,0,0.0,649,6,6.8
618,716,6,-70.237,-22.925,26.0,40.1,0,0.0,285,7,6.8
619,995,8,-69.89,-22.247,40.0,22.4,0,0.0,610,7,7.7
620,713,3,101.02,-3.899,21.0,23.9,0,0.0,494,5,6.8
621,744,4,167.553,-44.796,18.0,19.0,0,0.0,338,7,6.8
622,713,4,153.5,-4.99,40.0,15.5,0,0.0,348,5,6.8
623,696,3,100.141,-1.999,30.0,26.9,0,0.0,503,5,6.7
624,768,4,99.627,-2.13,22.0,23.1,0,0.0,537,7,7.0
625,650,0,99.668,-1.689,28.9,26.2,0,0.0,409,5,6.5
626,1133,8,100.841,-2.625,35.0,29.1,0,0.0,446,7,7.9
627,1152,7,100.139,-2.52,40.5,0.0,0,0.0,0,8,7.8
628,1086,0,101.367,-4.438,34.0,32.3,1,0.0,411,6,8.4
629,747,5,-77.963,2.966,15.0,17.6,0,0.0,653,6,6.8
630,798,0,165.762,-11.61,35.0,21.3,0,0.0,312,5,7.2
631,675,5,159.465,-9.834,15.0,12.8,0,0.0,382,6,6.5
632,1385,9,-76.603,-13.386,39.0,25.7,0,0.0,625,8,8.0
633,865,0,107.419,-5.859,280.0,30.7,0,0.0,228,5,7.5
634,803,7,167.68,-15.595,120.0,20.4,0,0.0,494,7,7.2
635,734,3,127.464,2.872,25.0,24.1,0,0.0,374,5,6.9
636,779,5,134.85,36.808,350.4,18.2,0,0.0,664,4,6.8
637,831,8,138.446,37.535,12.0,16.7,0,0.0,782,8,6.6
638,972,6,-90.618,13.554,23.0,37.7,0,0.0,468,6,6.7
639,732,0,155.741,-7.306,10.0,15.3,0,0.0,305,7,6.9
640,670,0,155.777,-7.169,10.0,16.0,0,0.0,251,7,6.6
641,1025,9,157.043,-8.466,24.0,14.7,0,0.0,439,8,8.1
642,782,7,136.588,37.336,8.0,23.9,0,0.0,493,8,6.7
643,779,3,169.357,-20.617,34.0,25.3,0,0.0,426,6,7.1
644,691,0,126.976,-1.034,12.0,40.3,0,0.0,253,6,6.7
645,874,6,126.282,1.065,22.0,21.6,0,0.0,570,5,7.5
646,1034,4,154.524,46.243,10.0,14.0,0,0.0,606,5,8.1
647,798,6,120.493,21.974,10.0,31.6,0,0.0,466,7,6.9
648,1023,8,120.547,21.799,10.0,29.1,0,0.0,744,7,7.1
649,1064,4,153.266,46.592,10.0,20.9,0,0.0,576,7,8.3
650,670,0,151.195,-6.482,11.0,18.6,0,0.0,352,6,6.6
651,732,5,-76.677,-13.457,23.0,53.4,0,0.0,444,6,6.7
652,692,5,150.982,-5.881,32.0,15.6,0,0.0,533,6,6.7
653,1481,8,-155.935,19.877,38.182,124.0,0,0.0,43,9,6.7
654,737,3,-172.033,-16.592,28.0,20.9,0,0.0,702,3,6.9
655,711,0,155.512,-6.759,38.0,28.4,0,0.0,459,6,6.8
656,650,0,157.522,51.148,43.0,47.4,0,0.0,700,6,6.5
657,713,5,167.789,-15.798,150.0,26.2,0,0.0,551,5,6.8
658,947,7,107.419,-9.284,20.0,36.8,0,0.0,357,5,7.7
659,650,0,151.133,-5.724,34.0,20.3,0,0.0,477,6,6.5
660,670,0,165.743,60.772,19.0,28.0,0,0.0,548,7,6.6
661,719,4,97.05,0.093,12.0,16.3,0,0.0,701,5,6.8
662,1013,7,-174.123,-20.187,55.0,20.7,0,0.0,626,7,8.0
663,1026,8,-173.907,-19.99,60.5,0.0,0,0.0,0,9,8.0
664,653,7,-71.056,-27.211,12.0,46.3,0,0.0,282,7,6.5
665,696,6,-71.022,-27.017,12.0,25.6,0,0.0,277,7,6.7
666,670,0,167.516,60.491,11.0,28.4,0,0.0,645,8,6.6
667,889,0,167.089,60.949,22.0,18.5,0,0.0,579,8,7.6
668,654,3,176.989,-16.527,14.0,25.5,0,0.0,247,5,6.5
669,691,0,127.214,-3.595,30.1,21.3,0,0.0,306,7,6.7
670,891,5,33.583,-21.324,11.0,23.2,0,0.0,412,9,7.0
671,934,7,23.212,36.311,66.0,19.7,0,0.0,769,6,6.7
672,703,7,-112.117,28.164,14.0,48.2,0,0.0,323,6,6.6
673,721,6,71.093,36.357,224.6,20.5,0,0.0,529,5,6.5
674,744,5,29.83,-6.224,22.0,20.0,0,0.0,561,7,6.8
675,683,4,142.122,38.089,29.0,48.8,0,0.0,464,5,6.5
676,651,3,96.786,2.164,21.0,20.7,0,0.0,358,6,6.5
677,711,0,-67.895,-22.361,147.0,30.1,0,0.0,509,6,6.8
678,1267,9,73.588,34.539,26.0,21.1,0,0.0,724,9,7.6
679,670,0,151.84,-5.437,25.0,17.7,0,0.0,402,6,6.6
680,1018,8,-76.398,-5.678,115.0,26.2,0,0.0,696,7,7.5
681,891,5,153.474,-4.539,90.0,20.0,0,0.0,502,7,7.6
682,1104,7,142.039,38.276,36.0,19.6,0,0.0,698,7,7.2
683,808,4,92.19,7.92,16.0,26.4,0,0.0,636,5,7.2
684,693,3,97.082,1.819,21.0,22.3,0,0.0,398,6,6.7
685,719,6,-86.172,11.245,27.0,21.1,0,0.0,446,5,6.6
686,1318,5,-125.953,41.292,16.0,31.4,0,0.0,420,4,7.2
687,1020,8,-69.197,-19.987,115.6,16.1,0,0.0,714,7,7.8
688,740,5,97.041,1.989,30.0,26.0,0,0.0,635,7,6.9
689,731,6,98.459,0.587,34.0,20.9,0,0.0,695,5,6.7
690,657,3,99.779,-1.714,30.0,21.2,0,0.0,478,6,6.5
691,717,5,99.607,-1.644,19.0,21.2,0,0.0,656,6,6.7
692,1138,0,97.108,2.085,30.0,22.1,1,0.0,510,8,8.6
693,805,8,130.131,33.807,10.0,22.9,0,0.0,401,7,6.6
694,776,0,129.933,-6.527,201.7,18.1,0,0.0,569,5,7.1
695,711,0,95.592,2.908,36.0,33.8,0,0.0,444,6,6.8
696,650,0,122.129,-5.562,10.0,31.8,0,0.0,371,7,6.5
697,652,3,126.421,4.756,39.7,47.3,0,0.0,286,5,6.5
698,691,0,167.259,-14.252,206.3,30.2,0,0.0,457,4,6.7
699,782,7,123.337,5.293,525.0,26.4,0,0.0,640,3,7.1
700,676,6,141.491,34.064,27.8,78.5,0,0.0,225,4,6.6
701,670,0,92.375,8.879,16.1,31.9,0,0.0,353,5,6.6
702,802,5,92.958,6.91,39.2,27.9,0,0.0,385,6,7.2
703,1274,0,95.982,3.295,30.0,22.0,1,0.0,601,8,9.1
704,1009,0,161.345,-49.312,10.0,59.3,0,0.0,331,5,8.1
705,858,5,-81.409,18.958,10.0,21.8,0,0.0,639,6,6.8
706,724,4,145.228,42.9,35.0,23.6,0,0.0,759,7,6.8
707,771,4,145.119,43.006,39.0,23.9,0,0.0,929,7,7.0
708,776,0,135.404,-3.609,10.0,28.8,0,0.0,439,7,7.1
709,782,5,164.721,-46.676,10.0,14.7,0,0.0,585,5,7.1
710,820,8,-77.508,4.695,15.0,50.2,0,0.0,708,8,7.2
711,870,5,124.868,-8.152,10.0,33.8,0,0.0,301,7,7.5
712,691,0,162.208,-11.128,10.0,21.5,0,0.0,233,6,6.7
713,703,7,-128.772,49.277,10.0,37.3,0,0.0,459,4,6.7
714,670,0,138.779,37.226,16.0,37.0,0,0.0,782,8,6.6
715,705,5,122.694,24.53,94.0,24.7,0,0.0,698,6,6.7
716,754,0,-86.665,11.422,35.0,32.2,0,0.0,441,6,7.0
717,665,5,120.534,13.925,105.0,18.3,0,0.0,526,5,6.5
718,711,0,162.161,-10.951,36.0,15.7,0,0.0,545,6,6.8
719,670,0,137.227,33.205,10.0,29.8,0,0.0,478,4,6.6
720,842,0,137.071,33.184,10.0,27.5,0,0.0,594,5,7.4
721,798,0,136.618,33.07,14.0,28.4,0,0.0,643,5,7.2
722,650,0,-70.525,-35.173,5.0,30.1,0,0.0,349,7,6.5
723,650,0,133.091,-0.443,13.4,39.0,0,0.0,305,7,6.5
724,732,0,160.003,55.682,188.6,31.2,0,0.0,798,5,6.9
725,670,0,-73.406,-37.695,21.0,46.9,0,0.0,282,7,6.6
726,691,0,122.839,-9.362,65.8,27.6,0,0.0,386,5,6.7
727,650,0,167.198,-13.174,228.4,29.9,0,0.0,424,4,6.5
728,670,0,71.029,36.512,187.1,18.3,0,0.0,728,4,6.6
729,691,0,135.339,-3.665,25.7,33.3,0,0.0,256,7,6.7
730,820,0,135.023,-4.003,10.0,23.0,0,0.0,390,7,7.3
731,754,0,135.538,-3.615,16.6,33.0,0,0.0,367,7,7.0
732,691,0,127.4,-3.12,17.4,42.5,0,0.0,243,6,6.7
733,820,0,169.766,-22.015,10.0,46.6,0,0.0,235,4,7.3
734,670,0,58.311,28.995,10.0,44.8,0,0.0,552,9,6.6
735,650,0,-82.824,8.416,33.0,48.4,0,0.0,405,6,6.5
